,tracking_number,boiler_id,report_type,pressure_type,inspection_date,defects_exist,lff_45_days,lff_180_days,filing_fee,total_amount_paid,report_status,bin_number
812,2017-10000003367Y0002-5313,10000003367Y0002,Initial,Low Pressure,08/09/2017 00:00:00,No,0,0,30,30,Accepted,1031996
813,2017-10000003369N0001-34339,10000003369N0001,Initial,Low Pressure,10/17/2017 00:00:00,Yes,150,0,30,30,Accepted  Civil Penalties Due,1031948
814,2017-10000003371N0001-34503,10000003371N0001,Initial,Low Pressure,12/15/2017 00:00:00,No,0,0,30,30,Accepted,1032000
815,2017-10000003382N0001-37443,10000003382N0001,Initial,Low Pressure,10/30/2017 00:00:00,No,0,0,0,0,Accepted,1060432
816,2017-10000003382N0002-37444,10000003382N0002,Initial,Low Pressure,10/30/2017 00:00:00,No,0,0,0,0,Accepted,1060432
817,2017-10000003386Y0001-13169,10000003386Y0001,Initial,Low Pressure,10/12/2017 00:00:00,No,0,0,30,30,Accepted,1043878
818,2017-10000003386Y0002-13170,10000003386Y0002,Initial,Low Pressure,10/12/2017 00:00:00,No,0,0,30,30,Accepted,1043878
819,2017-10000003386Y0003-13168,10000003386Y0003,Initial,Low Pressure,10/12/2017 00:00:00,No,0,0,30,30,Accepted,1043878
820,2017-10000003390Y0001-36575,10000003390Y0001,Initial,Low Pressure,12/15/2017 00:00:00,No,0,0,30,30,Accepted,1045580
821,2017-10000003391Y0001-45332,10000003391Y0001,Initial,Low Pressure,08/11/2017 00:00:00,No,200,0,30,230,Accepted,1045579
822,2017-10000003405Y0001-41382,10000003405Y0001,Initial,Low Pressure,12/14/2017 00:00:00,No,0,0,30,30,Accepted,1032658
823,2017-10000003407Y0001-15192,10000003407Y0001,Initial,Low Pressure,08/16/2017 00:00:00,No,50,0,30,80,Accepted,1032639
824,2017-10000003408Y0001-30012,10000003408Y0001,Initial,Low Pressure,11/27/2017 00:00:00,Yes,0,0,30,30,Accepted,1032640
825,2017-10000003431Y0001-8691,10000003431Y0001,Initial,Low Pressure,09/12/2017 00:00:00,No,0,0,30,30,Accepted,1045574
826,2017-10000003433Y0001-26745,10000003433Y0001,Initial,Low Pressure,11/24/2017 00:00:00,No,0,0,30,30,Accepted,1044783
827,2017-10000003453Y0001-8065,10000003453Y0001,Initial,Low Pressure,09/22/2017 00:00:00,No,0,0,30,30,Accepted,1032647
828,2017-10000003454Y0001-9294,10000003454Y0001,Initial,Low Pressure,09/28/2017 00:00:00,No,0,0,30,30,Accepted,1032648
829,2017-10000003454Y0002-9293,10000003454Y0002,Initial,Low Pressure,09/28/2017 00:00:00,No,0,0,30,30,Accepted,1032648
830,2017-10000003458Y0001-18773,10000003458Y0001,Initial,Low Pressure,10/25/2017 00:00:00,No,0,0,30,30,Accepted,1044754
831,2017-10000003460Y0001-30397,10000003460Y0001,Initial,Low Pressure,12/05/2017 00:00:00,Yes,0,0,30,30,Accepted,1044781
832,2017-10000003470Y0001-1074,10000003470Y0001,Initial,Low Pressure,08/03/2017 00:00:00,No,0,0,30,30,Accepted,1032677
833,2017-10000003493Y0001-5379,10000003493Y0001,Initial,Low Pressure,08/11/2017 00:00:00,No,0,0,30,30,Accepted,1043907
834,2017-10000003508N0001-33760,10000003508N0001,Initial,Low Pressure,12/15/2017 00:00:00,No,0,0,30,30,Accepted,1011398
835,2017-10000003509N0001-25697,10000003509N0001,Initial,Low Pressure,04/11/2017 00:00:00,No,0,0,30,0,Accepted,1015945
836,2017-10000003509N0001-25698,10000003509N0001,Initial,Low Pressure,04/12/2017 00:00:00,No,0,0,30,0,Accepted,1015945
837,2017-10000003509N0002-25696,10000003509N0002,Initial,Low Pressure,04/11/2017 00:00:00,No,0,0,30,0,Accepted,1015945
838,2017-10000003513Y0002-29968,10000003513Y0002,Initial,Low Pressure,08/03/2017 00:00:00,No,150,0,30,30,Accepted  Civil Penalties Due,1033765
839,2017-10000003543N0001-37859,10000003543N0001,Initial,Low Pressure,12/20/2017 00:00:00,No,0,0,30,30,Accepted,1031763
840,2017-10000003563Y0001-16240,10000003563Y0001,Initial,Low Pressure,10/12/2017 00:00:00,No,0,0,30,30,Accepted,1043917
841,2017-10000003579N0001-41244,10000003579N0001,Initial,Low Pressure,12/12/2017 00:00:00,No,0,0,30,30,Accepted,1079843
842,2017-10000003592Y0001-30731,10000003592Y0001,Initial,Low Pressure,04/28/2017 00:00:00,No,0,0,30,0,Accepted,1031752
843,2017-10000003593Y0001-14241,10000003593Y0001,Initial,Low Pressure,09/14/2017 00:00:00,No,0,0,30,30,Accepted,1031754
844,2017-10000003594Y0001-203,10000003594Y0001,Initial,Low Pressure,06/15/2017 00:00:00,No,50,0,30,80,Accepted,1031756
845,2017-10000003600Y0001-32980,10000003600Y0001,Initial,Low Pressure,03/22/2017 00:00:00,No,0,0,30,0,Accepted,1056414
846,2017-10000003611N0001-25225,10000003611N0001,Initial,Low Pressure,10/17/2017 00:00:00,No,0,0,30,30,Accepted,1015541
847,2017-10000003616N0001-49084,10000003616N0001,Initial,Low Pressure,12/27/2017 00:00:00,No,0,0,30,30,Accepted,1015542
848,2017-10000003631Y0001-302,10000003631Y0001,Initial,Low Pressure,07/10/2017 00:00:00,No,0,0,30,0,Accepted,1079386
849,2017-10000003672Y0001-12630,10000003672Y0001,Initial,Low Pressure,10/11/2017 00:00:00,No,0,0,30,30,Accepted,1079387
850,2017-10000003694Y0001-69184,10000003694Y0001,Initial,Low Pressure,05/12/2017 00:00:00,No,0,0,30,0,Accepted,1044829
851,2017-10000003700Y0001-39517,10000003700Y0001,Initial,Low Pressure,12/26/2017 00:00:00,No,0,0,30,30,Accepted,1031245
852,2017-10000003708N0001-22072,10000003708N0001,Initial,Low Pressure,10/02/2017 00:00:00,No,0,0,30,30,Accepted,1018296
853,2017-10000003742Y0001-35794,10000003742Y0001,Initial,Low Pressure,12/04/2017 00:00:00,No,0,0,30,30,Accepted,1031182
854,2017-10000003757Y0001-14646,10000003757Y0001,Initial,Low Pressure,08/01/2017 00:00:00,No,100,0,30,130,Accepted,1032111
855,2017-10000003788N0001-19851,10000003788N0001,Initial,Low Pressure,10/31/2017 00:00:00,No,0,0,30,30,Accepted,1015639
856,2017-10000003796N0001-16526,10000003796N0001,Initial,Low Pressure,10/25/2017 00:00:00,No,0,0,30,30,Accepted,1015405
857,2017-10000003801N0002-31325,10000003801N0002,Initial,Low Pressure,11/09/2017 00:00:00,No,0,0,30,30,Accepted,1032497
858,2017-10000003819Y0001-31602,10000003819Y0001,Initial,Low Pressure,03/24/2017 00:00:00,No,0,0,30,0,Accepted,1044861
859,2017-10000003820Y0001-31589,10000003820Y0001,Initial,Low Pressure,03/24/2017 00:00:00,No,0,0,30,0,Accepted,1044848
860,2017-10000003821Y0001-3805,10000003821Y0001,Initial,Low Pressure,09/07/2017 00:00:00,No,0,0,30,30,Accepted,1044846
861,2017-10000003822N0001-2379,10000003822N0001,Initial,Low Pressure,08/28/2017 00:00:00,No,0,0,30,30,Accepted,1001659
862,2017-10000003858Y0001-33121,10000003858Y0001,Initial,Low Pressure,12/12/2017 00:00:00,No,0,0,30,30,Accepted,1044853
863,2017-10000003858Y0002-33122,10000003858Y0002,Initial,Low Pressure,12/12/2017 00:00:00,No,0,0,30,30,Accepted,1044853
864,2017-10000003867N0001-21376,10000003867N0001,Initial,Low Pressure,10/31/2017 00:00:00,No,0,0,30,30,Accepted,1017946
865,2017-10000003879Y0001-39877,10000003879Y0001,Initial,Low Pressure,12/22/2017 00:00:00,No,0,0,30,30,Accepted,1033820
866,2017-10000003884Y0001-5794,10000003884Y0001,Initial,Low Pressure,08/22/2017 00:00:00,No,0,0,30,30,Accepted,1043933
867,2017-10000003890N0001-20199,10000003890N0001,Initial,Low Pressure,11/02/2017 00:00:00,No,0,0,30,30,Accepted,1015950
868,2017-10000003902N0001-15898,10000003902N0001,Initial,Low Pressure,10/12/2017 00:00:00,No,0,0,30,30,Accepted,1002119
869,2017-10000003987N0001-19079,10000003987N0001,Initial,Low Pressure,09/19/2017 00:00:00,No,0,0,30,30,Accepted,1007711
870,2017-10000003999N0002-11106,10000003999N0002,Initial,High Pressure,04/04/2017 00:00:00,No,0,0,30,0,Accepted,1083923
871,2017-10000003999N0002-11109,10000003999N0002,Initial,High Pressure,09/21/2017 00:00:00,No,0,0,30,30,Accepted,1083923
872,2017-10000003999N0005-11105,10000003999N0005,Initial,High Pressure,04/04/2017 00:00:00,No,0,0,30,0,Accepted,1083923
873,2017-10000003999N0005-11108,10000003999N0005,Initial,High Pressure,09/21/2017 00:00:00,No,0,0,30,30,Accepted,1083923
874,2017-10000003999N0006-24004,10000003999N0006,Initial,High Pressure,10/18/2017 00:00:00,No,0,0,30,30,Accepted,1083923
875,2017-10000004018Y0001-233,10000004018Y0001,Initial,Low Pressure,07/11/2017 00:00:00,No,0,0,30,30,Accepted,1043896
876,2017-10000004018Y0002-234,10000004018Y0002,Initial,Low Pressure,07/11/2017 00:00:00,No,0,0,30,30,Accepted,1043896
877,2017-10000004019Y0001-16145,10000004019Y0001,Initial,Low Pressure,10/11/2017 00:00:00,No,0,0,30,30,Accepted,1044864
878,2017-10000004037Y0001-15274,10000004037Y0001,Initial,Low Pressure,10/16/2017 00:00:00,No,0,0,30,30,Accepted,1032120
879,2017-10000004039Y0001-6293,10000004039Y0001,Initial,Low Pressure,07/31/2017 00:00:00,No,50,0,30,80,Accepted,1031235
880,2017-10000004055Y0001-22792,10000004055Y0001,Initial,Low Pressure,10/30/2017 00:00:00,No,0,0,30,30,Accepted,1044857
881,2017-10000004062Y0001-8989,10000004062Y0001,Initial,Low Pressure,09/27/2017 00:00:00,No,0,0,30,30,Accepted,1032785
882,2017-10000004111N0001-73413,10000004111N0001,Initial,Low Pressure,10/13/2017 00:00:00,No,300,0,30,30,Accepted  Civil Penalties Due,1044881
883,2017-10000004117N0001-1995,10000004117N0001,Initial,Low Pressure,08/03/2017 00:00:00,No,0,0,30,30,Accepted,1036068
884,2017-10000004117N0002-1996,10000004117N0002,Initial,Low Pressure,08/03/2017 00:00:00,No,0,0,30,30,Accepted,1036068
885,2017-10000004132Y0001-30632,10000004132Y0001,Initial,Low Pressure,12/07/2017 00:00:00,No,0,0,30,30,Accepted,1028656
886,2017-10000004147Y0001-5354,10000004147Y0001,Initial,Low Pressure,07/27/2017 00:00:00,No,50,0,30,80,Accepted,1033870
887,2017-10000004147Y0002-5353,10000004147Y0002,Initial,Low Pressure,07/27/2017 00:00:00,No,50,0,30,80,Accepted,1033870
888,2017-10000004181Y0001-39540,10000004181Y0001,Initial,Low Pressure,12/26/2017 00:00:00,No,0,0,30,30,Accepted,1033113
889,2017-10000004207N0001-32950,10000004207N0001,Initial,Low Pressure,12/13/2017 00:00:00,No,0,0,30,30,Accepted,1018473
890,2017-10000004207N0002-32949,10000004207N0002,Initial,Low Pressure,12/13/2017 00:00:00,No,0,0,30,30,Accepted,1018473
891,2017-10000004245Y0001-42607,10000004245Y0001,Initial,Low Pressure,12/26/2017 00:00:00,No,0,0,30,30,Accepted,1033603
892,2017-10000004249N0002-7547,10000004249N0002,Initial,Low Pressure,09/07/2017 00:00:00,No,0,0,30,30,Accepted,1015846
893,2017-10000004296Y0001-1072,10000004296Y0001,Initial,Low Pressure,07/20/2017 00:00:00,No,0,0,30,0,Accepted,1033823
894,2017-10000004296Y0002-1071,10000004296Y0002,Initial,Low Pressure,07/20/2017 00:00:00,No,0,0,30,0,Accepted,1033823
895,2017-10000004300N0001-2485,10000004300N0001,Initial,Low Pressure,08/24/2017 00:00:00,No,0,0,30,30,Accepted,1034213
896,2017-10000004306Y0001-29739,10000004306Y0001,Initial,Low Pressure,12/05/2017 00:00:00,No,0,0,30,30,Accepted,1043977
897,2017-10000004308N0001-38394,10000004308N0001,Initial,High Pressure,03/20/2017 00:00:00,No,0,0,30,0,Accepted,1081252
898,2017-10000004308N0001-38462,10000004308N0001,Initial,High Pressure,12/27/2017 00:00:00,No,0,0,0,0,Accepted,1081252
899,2017-10000004308N0003-38396,10000004308N0003,Initial,High Pressure,04/10/2017 00:00:00,No,0,0,30,0,Accepted,1081252
900,2017-10000004308N0003-38464,10000004308N0003,Initial,High Pressure,12/27/2017 00:00:00,No,0,0,0,0,Accepted,1081252
901,2017-10000004308N0005-38395,10000004308N0005,Initial,High Pressure,02/02/2017 00:00:00,No,0,0,30,0,Accepted,1081252
902,2017-10000004308N0005-38463,10000004308N0005,Initial,High Pressure,12/27/2017 00:00:00,Yes,0,0,0,0,Accepted,1081252
903,2017-10000004308N0005-71875,10000004308N0005,Subsequent,High Pressure,05/09/2018 00:00:00,No,0,0,0,0,Accepted,1081252
904,2017-10000004333Y0001-28985,10000004333Y0001,Initial,Low Pressure,11/30/2017 00:00:00,No,0,0,30,30,Accepted,1031232
905,2017-10000004333Y0002-28984,10000004333Y0002,Initial,Low Pressure,11/30/2017 00:00:00,No,0,0,30,30,Accepted,1031232
906,2017-10000004333Y0003-28983,10000004333Y0003,Initial,Low Pressure,11/30/2017 00:00:00,No,0,0,30,30,Accepted,1031232
907,2017-10000004336Y0001-10509,10000004336Y0001,Initial,Low Pressure,07/31/2017 00:00:00,No,50,0,30,80,Accepted,1032134
908,2017-10000004363Y0001-16613,10000004363Y0001,Initial,Low Pressure,10/24/2017 00:00:00,No,0,0,30,30,Accepted,1031233
909,2017-10000004363Y0002-16614,10000004363Y0002,Initial,Low Pressure,10/24/2017 00:00:00,No,0,0,30,30,Accepted,1031233
910,2017-10000004373Y0001-41569,10000004373Y0001,Initial,Low Pressure,11/16/2017 00:00:00,No,50,0,30,80,Accepted,1060388
911,2017-10000004374Y0001-24048,10000004374Y0001,Initial,Low Pressure,11/14/2017 00:00:00,No,0,0,30,30,Accepted,1031377
912,2017-10000004374Y0002-24049,10000004374Y0002,Initial,Low Pressure,11/14/2017 00:00:00,No,0,0,30,30,Accepted,1031377
913,2017-10000004385Y0001-18256,10000004385Y0001,Initial,Low Pressure,10/16/2017 00:00:00,No,0,0,30,30,Accepted,1044009
914,2017-10000004386Y0001-25042,10000004386Y0001,Initial,Low Pressure,07/05/2017 00:00:00,No,0,0,30,0,Accepted,1077050
915,2017-10000004415Y0001-28620,10000004415Y0001,Initial,Low Pressure,03/20/2017 00:00:00,No,0,0,30,0,Accepted,1091813
916,2017-10000004424Y0001-33811,10000004424Y0001,Initial,Low Pressure,11/27/2017 00:00:00,No,0,0,30,30,Accepted,1042822
917,2017-10000004425Y0001-41649,10000004425Y0001,Initial,Low Pressure,12/28/2017 00:00:00,No,0,0,30,30,Accepted,1044008
918,2017-10000004436N0001-41446,10000004436N0001,Initial,Low Pressure,12/22/2017 00:00:00,No,0,0,30,30,Accepted,1022564
919,2017-10000004441Y0001-24068,10000004441Y0001,Initial,Low Pressure,11/14/2017 00:00:00,No,0,0,30,30,Accepted,1031384
920,2017-10000004441Y0002-24067,10000004441Y0002,Initial,Low Pressure,11/14/2017 00:00:00,No,0,0,30,30,Accepted,1031384
921,2017-10000004487Y0001-5815,10000004487Y0001,Initial,Low Pressure,05/25/2017 00:00:00,No,0,0,30,0,Accepted,1042825
922,2017-10000004487Y0002-5814,10000004487Y0002,Initial,Low Pressure,05/25/2017 00:00:00,Yes,0,0,30,0,Accepted,1042825
923,2017-10000004487Y0002-5816,10000004487Y0002,Subsequent,Low Pressure,06/28/2017 00:00:00,No,100,0,30,130,Accepted,1042825
924,2017-10000004495Y0001-11990,10000004495Y0001,Initial,Low Pressure,10/06/2017 00:00:00,No,0,0,30,30,Accepted,1041378
925,2017-10000004495Y0002-11991,10000004495Y0002,Initial,Low Pressure,10/06/2017 00:00:00,No,0,0,30,30,Accepted,1041378
926,2017-10000004497Y0001-2514,10000004497Y0001,Initial,Low Pressure,08/23/2017 00:00:00,No,0,0,30,30,Accepted,1041379
927,2017-10000004497Y0002-2515,10000004497Y0002,Initial,Low Pressure,08/23/2017 00:00:00,No,0,0,30,30,Accepted,1041379
928,2017-10000004500Y0001-12845,10000004500Y0001,Initial,Low Pressure,10/11/2017 00:00:00,No,0,0,30,30,Accepted,1005293
929,2017-10000004500Y0002-12844,10000004500Y0002,Initial,Low Pressure,10/11/2017 00:00:00,No,0,0,30,30,Accepted,1005293
930,2017-10000004508Y0001-27382,10000004508Y0001,Initial,Low Pressure,06/28/2017 00:00:00,No,0,0,30,0,Accepted,1032166
931,2017-10000004508Y0001-27383,10000004508Y0001,Initial,Low Pressure,04/12/2017 00:00:00,No,0,0,30,0,Accepted,1032166
932,2017-10000004574Y0001-8810,10000004574Y0001,Initial,Low Pressure,08/28/2017 00:00:00,No,0,0,30,30,Accepted,1046290
933,2017-10000004605N0001-17060,10000004605N0001,Initial,Low Pressure,10/18/2017 00:00:00,No,0,0,30,30,Accepted,1015579
934,2017-10000004609Y0001-18258,10000004609Y0001,Initial,Low Pressure,10/16/2017 00:00:00,No,0,0,30,30,Accepted,1044024
935,2017-10000004628Y0001-38048,10000004628Y0001,Initial,Low Pressure,12/01/2017 00:00:00,No,0,0,30,30,Accepted,1044020
936,2017-10000004637Y0001-23483,10000004637Y0001,Initial,Low Pressure,11/06/2017 00:00:00,No,0,0,30,30,Accepted,1033129
937,2017-10000004639Y0001-26388,10000004639Y0001,Initial,Low Pressure,02/24/2017 00:00:00,No,0,0,30,0,Accepted,1044037
938,2017-10000004664Y0001-10146,10000004664Y0001,Initial,Low Pressure,08/29/2017 00:00:00,No,0,0,30,30,Accepted,1015301
939,2017-10000004669Y0001-8911,10000004669Y0001,Initial,Low Pressure,09/07/2017 00:00:00,No,0,0,30,30,Accepted,1033904
940,2017-10000004680Y0001-8994,10000004680Y0001,Initial,Low Pressure,04/11/2017 00:00:00,No,0,0,30,0,Accepted,1033933
941,2017-10000004680Y0002-8996,10000004680Y0002,Initial,Low Pressure,04/11/2017 00:00:00,No,0,0,30,0,Accepted,1033933
942,2017-10000004707N0001-39943,10000004707N0001,Initial,Low Pressure,08/14/2017 00:00:00,No,0,0,0,0,Accepted,1055204
943,2017-10000004707N0002-39942,10000004707N0002,Initial,Low Pressure,08/14/2017 00:00:00,No,0,0,0,0,Accepted,1055204
944,2017-10000004707N0003-39941,10000004707N0003,Initial,Low Pressure,08/14/2017 00:00:00,No,0,0,0,0,Accepted,1055204
945,2017-10000004713Y0001-31122,10000004713Y0001,Initial,Low Pressure,11/02/2017 00:00:00,No,50,0,30,80,Accepted,1033936
946,2017-10000004713Y0002-31123,10000004713Y0002,Initial,Low Pressure,11/02/2017 00:00:00,No,50,0,30,80,Accepted,1033936
947,2017-10000004724N0001-16210,10000004724N0001,Initial,Low Pressure,10/19/2017 00:00:00,No,0,0,30,30,Accepted,1015478
948,2017-10000004729N0001-1917,10000004729N0001,Initial,Low Pressure,05/01/2017 00:00:00,No,0,0,30,0,Accepted,1015559
949,2017-10000004745Y0001-31342,10000004745Y0001,Initial,Low Pressure,11/16/2017 00:00:00,No,0,0,30,30,Accepted,1059601
950,2017-10000004754Y0001-10553,10000004754Y0001,Initial,Low Pressure,09/18/2017 00:00:00,No,0,0,30,30,Accepted,1047460
951,2017-10000004768Y0001-16426,10000004768Y0001,Subsequent,Low Pressure,08/01/2017 00:00:00,No,0,0,30,30,Accepted  Civil Penalties Due,1044920
952,2017-10000004768Y0001-489,10000004768Y0001,Initial,Low Pressure,07/10/2017 00:00:00,Yes,150,0,30,180,Accepted,1044920
953,2017-10000004790Y0001-33456,10000004790Y0001,Initial,Low Pressure,12/14/2017 00:00:00,No,0,0,30,30,Accepted,1041364
954,2017-10000004793Y0001-33750,10000004793Y0001,Initial,Low Pressure,12/12/2017 00:00:00,No,0,0,30,30,Accepted,1032191
955,2017-10000004833Y0001-6226,10000004833Y0001,Initial,Low Pressure,08/29/2017 00:00:00,No,0,0,30,30,Accepted,1034019
956,2017-10000004833Y0002-6225,10000004833Y0002,Initial,Low Pressure,08/29/2017 00:00:00,No,0,0,30,30,Accepted,1034019
957,2017-10000004840Y0001-24032,10000004840Y0001,Initial,Low Pressure,11/14/2017 00:00:00,No,0,0,30,30,Accepted,1032198
958,2017-10000004840Y0002-24031,10000004840Y0002,Initial,Low Pressure,11/14/2017 00:00:00,No,0,0,30,30,Accepted,1032198
959,2017-10000004885Y0001-24037,10000004885Y0001,Initial,Low Pressure,11/14/2017 00:00:00,No,0,0,30,30,Accepted,1032172
960,2017-10000004885Y0002-24036,10000004885Y0002,Initial,Low Pressure,11/14/2017 00:00:00,No,0,0,30,30,Accepted,1032172
961,2017-10000004886Y0001-14124,10000004886Y0001,Initial,Low Pressure,10/11/2017 00:00:00,No,0,0,30,30,Accepted,1007193
962,2017-10000004886Y0002-14125,10000004886Y0002,Initial,Low Pressure,10/11/2017 00:00:00,No,0,0,30,30,Accepted,1007193
963,2017-10000004886Y0003-14123,10000004886Y0003,Initial,Low Pressure,10/11/2017 00:00:00,No,0,0,30,30,Accepted,1007193
964,2017-10000004890Y0001-45670,10000004890Y0001,Initial,Low Pressure,07/27/2017 00:00:00,No,250,0,30,280,Accepted,1004950
965,2017-10000004900N0001-11391,10000004900N0001,Initial,Low Pressure,10/06/2017 00:00:00,No,0,0,30,30,Accepted,1016063
966,2017-10000004912N0001-5107,10000004912N0001,Initial,Low Pressure,08/01/2017 00:00:00,No,0,0,30,30,Accepted,1031408
967,2017-10000004912N0002-5108,10000004912N0002,Initial,Low Pressure,08/01/2017 00:00:00,No,0,0,30,30,Accepted,1031408
968,2017-10000004912N0003-5106,10000004912N0003,Initial,Low Pressure,08/01/2017 00:00:00,No,0,0,30,30,Accepted,1031408
969,2017-10000004912N0004-5105,10000004912N0004,Initial,Low Pressure,08/01/2017 00:00:00,No,0,0,30,30,Accepted,1031408
970,2017-10000004913Y0001-24055,10000004913Y0001,Initial,Low Pressure,11/14/2017 00:00:00,No,0,0,30,30,Accepted,1031404
971,2017-10000004913Y0002-24054,10000004913Y0002,Initial,Low Pressure,11/14/2017 00:00:00,No,0,0,30,30,Accepted,1031404
972,2017-10000004915Y0001-20019,10000004915Y0001,Initial,Low Pressure,08/01/2017 00:00:00,No,100,0,30,30,Accepted  Civil Penalties Due,1045907
973,2017-10000004919N0001-10424,10000004919N0001,Initial,Low Pressure,08/22/2017 00:00:00,No,0,0,30,30,Accepted,1002620
974,2017-10000004923Y0001-17425,10000004923Y0001,Initial,Low Pressure,10/25/2017 00:00:00,No,0,0,30,30,Accepted,1033202
975,2017-10000004924Y0001-27415,10000004924Y0001,Initial,Low Pressure,11/28/2017 00:00:00,No,0,0,30,30,Accepted,1033206
976,2017-10000005649Y0001-18139,10000005649Y0001,Initial,Low Pressure,07/12/2017 00:00:00,Yes,0,0,30,0,Accepted,1033692
977,2017-10000004925Y0001-17418,10000004925Y0001,Initial,Low Pressure,10/25/2017 00:00:00,No,0,0,30,30,Accepted,1033968
978,2017-10000004931Y0001-10516,10000004931Y0001,Initial,Low Pressure,09/28/2017 00:00:00,No,0,0,30,30,Accepted,1064181
979,2017-10000005038Y0001-69181,10000005038Y0001,Initial,Low Pressure,05/12/2017 00:00:00,No,0,0,30,0,Accepted,1045175
980,2017-10000005040Y0001-576,10000005040Y0001,Initial,Low Pressure,04/24/2017 00:00:00,No,150,0,30,180,Accepted,1045181
981,2017-10000005055Y0001-66399,10000005055Y0001,Initial,Low Pressure,12/07/2017 00:00:00,No,200,0,30,30,Accepted  Civil Penalties Due,1044072
982,2017-10000005055Y0002-66400,10000005055Y0002,Initial,Low Pressure,12/07/2017 00:00:00,No,200,0,30,30,Accepted  Civil Penalties Due,1044072
983,2017-10000005060Y0001-26655,10000005060Y0001,Initial,Low Pressure,08/31/2017 00:00:00,No,100,0,30,30,Accepted  Civil Penalties Due,1034025
984,2017-10000005061Y0001-33236,10000005061Y0001,Initial,Low Pressure,11/21/2017 00:00:00,No,0,0,30,30,Accepted,1034003
985,2017-10000005081Y0001-39284,10000005081Y0001,Initial,Low Pressure,07/05/2017 00:00:00,No,0,0,30,0,Accepted,1045946
986,2017-10000005081Y0002-39283,10000005081Y0002,Initial,Low Pressure,07/05/2017 00:00:00,No,0,0,30,0,Accepted,1045946
987,2017-10000005093Y0001-9544,10000005093Y0001,Initial,Low Pressure,09/19/2017 00:00:00,No,0,0,30,30,Accepted,1043929
988,2017-10000005094Y0001-23379,10000005094Y0001,Initial,Low Pressure,10/25/2017 00:00:00,No,0,0,30,30,Accepted,1063454
989,2017-10000005102N0001-2059,10000005102N0001,Initial,Low Pressure,03/24/2017 00:00:00,No,0,0,30,0,Accepted,1040759
990,2017-10000005102N0002-2058,10000005102N0002,Initial,Low Pressure,03/24/2017 00:00:00,No,0,0,30,0,Accepted,1040759
991,2017-10000005112Y0001-5096,10000005112Y0001,Initial,Low Pressure,07/27/2017 00:00:00,No,50,0,30,80,Accepted,1087732
992,2017-10000005112Y0002-5095,10000005112Y0002,Initial,Low Pressure,07/27/2017 00:00:00,No,50,0,30,80,Accepted,1087732
993,2017-10000005120Y0001-6155,10000005120Y0001,Initial,Low Pressure,08/21/2017 00:00:00,No,0,0,30,30,Accepted,1064396
994,2017-10000005204Y0002-303,10000005204Y0002,Initial,Low Pressure,03/28/2017 00:00:00,No,0,0,30,0,Accepted,1033301
995,2017-10000005207Y0001-3969,10000005207Y0001,Initial,Low Pressure,09/06/2017 00:00:00,No,50,0,30,80,Accepted,1045878
996,2017-10000005217Y0001-12358,10000005217Y0001,Initial,Low Pressure,09/08/2017 00:00:00,No,0,0,30,30,Accepted,1043088
997,2017-10000005219Y0001-5321,10000005219Y0001,Initial,Low Pressure,08/04/2017 00:00:00,No,0,0,30,30,Accepted,1034052
998,2017-10000005236Y0001-16230,10000005236Y0001,Initial,Low Pressure,10/11/2017 00:00:00,No,0,0,30,30,Accepted,1043103
999,2017-10000005248Y0001-016,10000005248Y0001,Initial,Low Pressure,02/17/2017 00:00:00,No,0,0,30,0,Accepted,1087454
